特惠头饰,Cheap frame,Bingkai murah,Oferta especial de tocados,,,
未通过,Did not pass,Tidak lewat,Fallido,,,
需认证,Need to be authorization,Perlu otorisasi,Certificación requerida,,,
可以获得更多权限,Can get more permissions,Bisa mendapat otoritas lebih banyak,Se pueden obtener más permisos,,,
已认证,Authenticated,Telah otorisasi,Acreditado,   ,,
昵称,标红色不用翻译,,Apodo,,,
正在视频直播中…,In the live video...,Sedang siaran langsung video,Transmisión de vídeo en directo en curso...,,,
正在语音直播中…,In the live voice...,Sedang siaran langsung voice,Transmisión de audio en directo en curso...,,,
申请中,Applying...,Sedang aplikasi,Aplicación en curso,,,
排麦列表,Mic list,Daftar antre,Lista de tiradas de trigo,,,
邀请新成员,Invite new members,Mengundang anggota baru,Invitación a nuevos miembros,,,
消耗 %s 金币,Consume %s gold coins,Habiskan %s koin,Consume %s monedas de oro,,,
15天内礼物赠送榜单,Gift list within 15 days,Peringkat kirim hadiah dalam 15 hari,Lista de regalos en 15 días,,,
系统给您分配了一位%s嘉宾,The system has assigned you a%s guest,Sistem telah mendistribusikan 1%s tamu ke anda,El sistema le ha asignado un %s de invitado,,,
消耗%s钻石,Consume %s diamond,Habiskan%s koin,Consumo %s Diamantes,,,
点赞我的,My like,Suka saya,Gustar a mi,,,
我点赞的,I liked,Disukai saya,Me gustó,,,
还剩,Balance,Sisa,Todavía queda,,,
点击聊天就直接到对话页面,Click on chat directly go to the conversation page,Klik obrolan untuk langsung ke halaman percakapan,Haga clic en el chat para ir directamente a la página de la conversación,,,
送礼物会让对方优先看到你提升匹配几率,Sending gifts will allow the other party to see you first and increase the chance of matching,Mengirim hadiah akan memungkinkan pihak lain untuk melihat anda dan meningkatkan peluang kecocokan,El envío de regalos te hará visible a la otra persona en primer lugar y mejorará tus posibilidades de conseguir una pareja,,,
%s钻石,%s diamonds,%s berlian,%s Diamantes,,,
热度：,Popularity:,Kepopuleran:,El calor.,,,
已完善,Completed,Telah lengkap ,Perfeccionado,,,
申请,Application,Aplikasi,Aplicación,,,
在线,Online,Online,En línea,,,
%s人申请上麦,%s user apply for take mic,%s pengguna mengajukan permohonan untuk mengambil mikrofon,%s de personas que solicitan el micro,,,
消息推送模块,Message push module,Modul push pesan,Módulo de envío de mensajes,,,
我点赞的人,I liked,Orang yang disukai saya,Gente que me gustaba,,,
喜欢我的人,My liked,Orang yang saya suka,La gente a la que le gusto,,,
最近访客,Visitors,Pengunjung,Visitantes recientes,,,
猜你喜欢,You may also like,Apa yang kamu suka,Adivina qué te gusta,,,
手机认证,Phone authentication,Otentikasi ponsel,Certificación de teléfonos móviles,,,
上麦 %s 金币,Take mic %s gold coins,Naik kursi %s koin,tomar al micrófono %s monedas de oro,,,
邀请,Invite,Undang,Invitación,,,
嘉宾直播记录,Video recorde,Catatan kencan ,Récord de coincidencia de invitados,,,
直播 %s 次,Video %s,Kencan %s kali,Citas a ciegas %s veces,,,
"视频直播，需要开启相机与录音的权限。请点击""设置""-""权限""-打开所需权限。\最后点击两次后退按钮返回，视频房需要重新上麦即可","Video live requires the permission to turn on the camera and record. Please click ""Settings""-""Permissions""-to open the required permissions. \Finally, click the back button twice to return, and the video room needs to be re-installed","Video kencan memerlukan otoritas untuk menyalakan kamera dan merekam. Silakan klik ""Pengaturan""-""otoritas""-untuk membuka otoritas yang diperlukan. \Akhirnya, klik tombol kembali dua kali untuk kembali, dan ruang video perlu naik mic lagi","Para el emparejamiento por vídeo, es necesario activar la cámara y los permisos de grabación. Haga clic en ""Configuración"" - ""Permisos"" - para activar los permisos necesarios. Haz clic dos veces en el botón de retroceso al final para volver, la sala de vídeo tendrá que volver a ser grabada",,,
"音频交友，需要开启录音权限。请点击""设置""-""权限""-打开所需权限。最后点击两次后退按钮返回。","To make friends with audio, you need to enable recording permission. Please click ""Settings""-""Permissions""-to open the required permissions. Finally, click the back button twice to return.","Berteman dengan audio, Anda harus membuka otoritas perekaman. Silakan klik ""Pengaturan""-""Otoritas""-untuk membuka otoritas yang diperlukan. Terakhir, klik tombol kembali dua kali untuk kembali.","Para las citas de audio, es necesario activar el permiso de grabación. Haga clic en ""Configuración"" - ""Permisos"" - active los permisos necesarios. Por último, haga clic dos veces en el botón de retroceso para regresar.",,,
"1.银币可以通过签到以及其他任务获得
 2.银币可用于参与银币抽奖活动以及在银币商城兑换礼物
 3.银币不可提现","1. Silver coins can be got through sign-in and other tasks
2. Silver coins can be used to participate in the silver coins lottery and redeem gifts in the silver coins mall
3. Silver coins cannot be withdrawn",1. Koin perak diperoleh melalui absen dan tugas lainnya 2. Koin perak digunakan untuk berpartisipasi dalam lotre koin perak dan bertukar hadiah di mal koin perak 3. Koin perak tidak bisa ditarik,1. Las monedas de plata pueden obtenerse a través de las inscripciones y otras tareas 2. Las monedas de plata pueden utilizarse para participar en el Sorteo de monedas de plata y canjearse por regalos en el Centro Comercial de monedas de plata 3. Las monedas de plata no pueden retirarse,,,
银币记录,Silver coins record,Catatan koin perak,Récord de monedas de plata,,,
累计签到%s天,Accumulative sign-in%s days,Akumulatif absen%s hari,Acumulado %s días firmados en,,,
"实名认证，需要开启相机与读写SD卡的权限。\请点击""设置""-""权限""-打开所需权限。","Real-name authentication requires the permission to turn on the camera and read and write the SD card. \Please click ""Settings""-""Permissions""-to open the required permissions.","Otentikasi nama asli memerlukan otoritas untuk menyalakan kamera dan kartu SD. Silahkan klik""Pengaturan""-""Otoritas"" untuk membuka otoritas yang diperlukan.","Para la autentificación del nombre real, es necesario activar la cámara y los permisos de lectura/escritura de la tarjeta. Haga clic en ""Configuración"" - ""Permisos"" - para abrir los permisos necesarios.",,,
安全交友提醒：在交友过程，请不要与对方发生任何形式的钱财往来，以免上当受骗。谈话中如提及到添加外部聊天工具（如、微信、电话等），请谨慎添加。点击查看赌博/彩票/投资诈骗、假借钱、索要钱财礼物等常见骗术。,,,"Recordatorio de citas seguras: Por favor, no realice ningún tipo de intercambio de dinero con el otro durante el proceso de citas para evitar ser engañado. Ten cuidado al añadir herramientas de chat externas (por ejemplo, WeChat, teléfono, etc.) si se mencionan en la conversación. Haga clic para ver las estafas más comunes, como la de los juegos de azar/lotería/inversión, la de los préstamos de dinero falsos y la de los regalos de dinero.",,,
安全交友提醒：在交友过程，请不要与对方发生任何形式的钱财往来，以免上当受骗。谈话中如提及到添加外部聊天工具（如、微信、电话等），请谨慎添加。,,,"Recordatorio de citas seguras: Por favor, no realice ningún tipo de intercambio de dinero con el otro durante el proceso de citas para evitar ser engañado. Ten cuidado al añadir herramientas de chat externas (por ejemplo, WeChat, teléfono, etc.) si se mencionan en la conversación.",,,
非好友聊天，都在这里哟~~,"Non-friends chat, they are all here~~","Obrolan non-teman, mereka semua ada di sini~~","El chat de los no amigos, está todo aquí~~",,,
%s 元,%s $,%s $,%s $,,,
暂无其他动态哦\你可以先发一个试试~~,No other moment yet\You can try post one first~~,"Belum ada monment, anda bisa terkirimnya",No hay más novedades en este momento\ ~ Usted puede enviar un primer intento~~,,,
获取 %s 个银币,Get %s silver coins,Mendapat %s koin perak,Obtener %s de monedas de plata,,,
今日点赞数已达到上限哟~,The number of likes today has reached the upper limit~,Jumlah suka hari ini telah mencapai batas,Hoy se ha alcanzado el número máximo de likes~,,,
连击,Hit,Klik,Combo,,,
剩余金币：%s,Balance gold coins: %s,Saldo koin:%s,monedas de oro restantes: %s,,,
,,,¡Felicidades y mucha suerte!,,,
手慢了，红包已被抢完,"Sorry, the lucky bag has been taken from others","Terlambat, kantong keberuntungan telah habis diambil","Manos lentas, los paquetes rojos han sido arrebatados",,,
确认切换专属直播？,Confirm to switch exclusive blind date?,Konfirmasi masuk ke ruangan kencan khusus,¿Confirmación de la conmutación de las citas a ciegas exclusivas?,,,
切换专属房后，观众将被踢出房间。请记得提醒男嘉宾准备充足金币入场,"After switching rooms, the audience will be kicked out of the room.  Please remind the male guests to prepare enough gold coins for the entrance","Penonton akan dIkeluar dari ruangan setelah berpindah ke ruangan khusus, . Harap mengingatkan tamu pria untuk menyiapkan koin yang cukup untuk memasuki ruangan","Tras pasar a la sala exclusiva, el público será expulsado de la sala. Por favor, recuerde que los invitados masculinos deben preparar suficientes monedas de oro para la entrada",,,
确认切换公开房？,Confirm to switch to public room?,Konfirmasi untuk beralih ruang publik?,¿Confirmación del cambio a casa abierta?,,,
是否确认切换普通三人视频房？,Are you sure to switch to the ordinary 3 seat video room?,Apakah anda yakin beralih ke ruang video tiga orang?,¿Quieres confirmar el cambio a una sala de vídeo normal de tres personas?,,,
金币数量不能小于20个哦,The number of gold coins cannot be less than 20,Jumlah koin tidak bisa kurang dari 20 koin,El número de monedas de oro no debe ser inferior a 20.,,,
红包个数最多只能10个哦,The number of lucky bag can only be 10 at most,Jumlah kantong keberuntungan maksimal 10,El número máximo de paquetes rojos es de 10.,,,
红包个数不能为0个哦,The number of lucky bag cannot be 0,Jumlah kantong keberuntungan tidak bisa kosong,El número de paquetes rojos no puede ser 0.,,,
输入的金币数量有误哦,The number of gold coins entered is wrong,Jumlah koin yang dimasukkan salah ,El número de monedas de oro introducido es incorrecto.,,,
输入的红包数量有误哦,The number of lucky bag entered is wrong,Jumlah kantong keberuntungan yang dimasukkan salah,El número de paquetes rojos introducidos es incorrecto.,,,
未填写金币数量哦,Did not fill in the number of gold coins,Belum mengisi jumlah koin,El número de monedas de oro no se rellena,,,
未填写红包数量哦,Did not fill in the number of lucky bag,Belum mengisi jumlah kantong keberuntungan,El número de paquetes rojos no se rellena,,,
%s 个,%s ,%s ,%s ,,,
共%s个，总金币%s个,"Total%s Pieces,Amount%s coins","Total %s, total %s koin","Total %s de billetes, total %s de billetes",,,
已领取%s个,Received %s Pieces,Telah menerima %s koin,Recibido %s de,,,
暂时没有任何直播哦,There is currently no live,Belum ada siaran langsung apapun ,En este momento no hay transmisiones en vivo disponibles.,,,
开启飘屏效果，1金币/条,"Turn on flutter screen effect, 1 gold coin/time","Nyalakan efek layar mengambang, 1 koin/kali","Activar el efecto de pantalla flotante, 1 coin/barra",,,
在此输入你要说的话!,Enter what you want to say here!,Masukkan perasaan anda di sini ,Escriba aquí lo que tiene que decir.,,,
发送消息飘屏，内容不能超过16个字哦！,"Send flutter message, the content cannot exceed 16 characters!",Kirim pesan layar mengambang tidak bisa lebih dari 16 kata,Envía un mensaje a la pantalla flotante con no más de 16 caracteres.,,,
本周排名：0,Rank this week: 0,Peringkat minggu ini:0,Clasificación esta semana: 0,,,
在线人数,Online users,Pengguna online ,Número de personas en línea,,,
金币%s个,%s Gold coins,%s koin,monedas de oro %s de,,,
一道金光闪过，进入了直播间,A flash of gold entered the room,Telah masuk ruangan siaran langsung,Una luz dorada parpadeó y  entró en la sala en vivo,,,
入驻贡献榜，入驻头等舱,"Enter contribution rank, enter first class","Masuk peringkat kontribusi, masuk kelas pertama","Admisión en la lista de cotización, admisión en primera clase",,,
总榜第一 %s，霸气降临直播间,"Top1 %s of the total rank,enter the live room",%s Pertama dari peringkat total telah masuk ruangan siaran langsung ,"%s, el número 1 de la tabla general, acude a la retransmisión en directo",,,
直播,Live,Siaran langsung ,Transmisión en directo,,,
三人房,3 seat,3 kursi,3 asientos,,,
七人房,7 seat,7kursi,7 asientos,,,
滤镜,Blur,saring ,Filtros,,,
美白,Whitening,Whitening,Blanqueamiento,,,
磨皮,Buffing,Buffing,Dermabrasión,,,
瘦脸,Face thinning,Face thinning,Adelgazamiento de la cara,,,
大眼,Big eyes,Big eyes,Ojos Grandes,,,
原图,Origin,Origin,Imagen original,,,
自然,Natural,Natural,Naturaleza,,,
淡雅,Cool,Cool,Ligero y elegante,,,
粉嫩,Blush,Blush,rosa,,,
清新,Fresh,Fresh,Frescura,,,
微光,Shimmer,Shimmer,Brillante,,,
盛夏,Midsummer,Midsummer,Alto verano,,,
晨曦,Dawn,Dawn,Gloria de la mañana,,,
暖风,Warm,Warm,Brisa cálida,,,
元气,Vitality,Vitality,vitalidad,,,
氧气,Oxygen,Oksigen,Oxígeno,,,
抱歉，初始化摄像头失败,"Sorry, the camera failed to initialize","Maaf, kamera tidak dapat diinisialisasi","Lo siento, ha fallado la inicialización de la cámara",,,
该设备上缺少 服务。,The service is missing on the device.,Ponsel ini kurang layanan,Hay una falta de servicio en este dispositivo.,,,
目前正在此设备上更新 服务。,The service is being updated on this device.,Sedang perbarui layanan ,El servicio se está actualizando en este dispositivo.,,,
已安装的 服务版本已过期。,The installed service version has expired.,Versi yang diinstal telah kedaluarsa,La versión instalada del servicio ha caducado.,,,
此设备已禁用已安装的 服务版本。,The installed service version has been disabled for this device.,Versi yang diinstal telah dinonaktifkan ponsel ini ,La versión instalada del servicio ha sido desactivada para este dispositivo.,,,
此设备上安装的 服务版本不正确。,The service version installed on this device is incorrect.,Versi yng diinstal anda tidak normal di ponsel ini,La versión de servicio instalada en este dispositivo es incorrecta.,,,
您的网络开小差了，请重试!,"Your network is abnormal, please try again!","Jaringan anda tidak bagus, silahkan coba lagi nanti ","Su red está estropeada, por favor, inténtelo de nuevo.",,,
操作失败,Operation failed,Oprasi gagal,Operación fallida,,,
国家/地区,Country/Region,Negara/wlayah,País/región,,,
请选择,Please select,Silahkan pilih,"Por favor, seleccione",,,
生日,Birthday,Tanggal lahir,Cumpleaños,,,
,,,,,,
,,,,,,
内容含有敏感词，发布失败!,"The content contains sensitive words, the posted failed!","Konten berisi kata-kata sensitif, terkirim gagal ","El contenido contiene palabras sensibles, ¡publicación fallida!",,,
图片违规，请重新添加,"The picture violates the rules, please add it again","Pelanggaran gambar, tolong tambahkan lagi","La imagen es ilegal, por favor, vuelva a añadirla",,,
数据异常！,The data is abnormal!,Data anormal,¡Anomalías en los datos!,,,
举报成功~~,Report successful~~,Laporkan berhasil ,Reportado con éxito~~,,,
请告诉我们你的建议哦~~,Please tell us your suggestion~~,Silahkan kasih tau saran anda ke kami ,"Por favor, háganos llegar sus sugerencias~~",,,
在线人数 $,Online user$,Jumlah pengguna online$,Número de personas en línea $,,,
恭喜%s和%s 成为情侣%s的守护,Congratulations to %s and %s for becoming the guardian of the CP %s,,Felicidades %s y %s se convierten en pareja %s de tutela,,,
本场金币：%s,This round of gold coins: %s,This round of gold coins: %s,This round of gold coins: %s,,,
评论内容不能为空!,The comment content cannot be empty!,Konten komentar tidak bisa kosong ,Los comentarios no pueden estar vacíos.,,,
删除,Delete,Hapus,Borrar,,,
确定要删除该动态吗？,Are you sure delete this moment?,Apakah hapus moment ini?,¿Está seguro de que quiere eliminar esta dinámica?,,,
举报,Report,Laporkan,Denuncia,,,
回复,Reply,Balas,Respuesta,,,
色情,Pornography,pornografi,Pornografía,,,
不良信息,Bad information,Informasi buruk,Información adversa,,,
广告,Advertisement,Iklan,Publicidad,,,
上传图片失败!,Failed to upload picture!,Gagal mengungga gambar,No se ha podido cargar la imagen.,,,
拍照上传,Camera,Mengunggah foto,Haz fotos y súbelas,,,
本地相册,Album,Album ,Álbumes locales,,,
把你此刻的感想告诉大家吧~~,Tell everyone your feelings at the moment~~,Beritahu semua orang apa yang kamu rasakan saat ini~~,Díganos lo que piensa en este momento~~,,,
暂无话题数据哦~~,No topic data yet~~,Belum ada data topik ,Todavía no hay datos sobre el tema~~,,,
你已投给%s，写下你的理由，让大家更理解你的选择,"You have voted for %s, write down your reasons, so that everyone can understand your choice better","Anda telah pilih%s, silahkan menulis alasan anda untuk dipahami pilihan anda oleh orang lain ","Has votado por %s, escribe tus razones para que todos puedan entender mejor tu elección.",,,
暂时还没有动态哦~~,No have moment yet~~,"Belum ada moment~~""",Por el momento no hay dinámica ~~,,,
再点击%s次打开网络信息,Click %s more times to open network information,"Klik"" + (5 - ) + ""kali untuk membuka informasi internet","Haga clic de nuevo %s veces para abrir la información de la red"")",,,
手机号码不能为空,Mobile phone number cannot be empty,Nomor ponsel tidak bisa kosong ,El número de móvil no puede estar vacío,,,
正在登录...,Logging in...,Sedang login,Entrando...,,,
"密码长度6-16个字符""",Password length is 6-16 characters,"Panjang kata sandi adalah 6-16 karakter""","Longitud de la contraseña 6 - 16 caracteres""",,,
正在上传请稍后...,Uploading please wait...,Sedang diupload harap tunggu...,"Por favor, espere mientras se carga...",,,
请上传头像！,Please upload an avatar!,Silakan unggah avatar!,"Por favor, suba un retrato.",,,
"请上传五官清晰的真人照片，才能获得更多的直播机会哟""","Please upload photos of real people with clear facial features to get more blind date opportunities.""",Silahkan mengunggah foto asli yang jelas untuk mendapat kesempatan lebih banyak untuk peluang  mendapatkan pasangan,"Por favor, suba una foto de la vida real con rasgos faciales claros para tener más posibilidades de emparejamiento""",,,
解除情侣,Remove CP,Hapus CP,Disolución de la pareja,,,
编辑资料,Edit profile,Mengedit informasi,Editar el material,,,
是否要取消关注 %s,Want to unfollow %s,Apakah anda ingin berhenti mengikuti %s,¿Quieres dejar de seguir %s,,,
是否要关注 %s,Want to follow %s ,Apakah mengikuti%s,¿Quieres seguir a %s?,,,
是否取消拉黑,Want cancel add to blacklist,Apakah mengbatalkan blokir,Si se debe cancelar el negro,,,
加入黑名单后，将不再收到对方信息,"After added to blacklist, you will not receive message from the other party","Setelah bergabung dengan daftar hitam, Anda tidak akan lagi menerima pesan dari pihak lain ","Después de la lista negra, ya no recibirán mensajes de los demás",,,
送礼加好友成功！你们可以私聊了,Successfully send gifts and add friends! You can chat privately,"Kirim hadiah untuk berteman berhasil, yo sekarang ngobrol",Regalo y amigo añadidos con éxito! Ahora puedes chatear en privado,,,
跳转房间将会从当前房间退出哦，确定要进入该房间吗？,Jumping to the room will exit from the current room. Are you sure you want to enter this room?,"Masuk ruangan ini akan keluar dari ruangan saat ini, yakin masuk ruangan ini?","Al saltar a una sala se saldrá de la sala actual, ¿estás seguro de que quieres entrar en esa sala?",,,
复制成功!,Copied successfully!,Salin berhasil,Éxito en la reproducción!,,,
复制用户失败,Failed to copy ID,Salin gagal,Fallo al copiar el usuario,,,
,,,,,,
政治敏感,Politically sensitive,Politik,Sensibilidad política,,,
色情低俗,Pornographic vulgarity,Vulgaritas pornografi,Vulgaridad pornográfica,,,
广告骚扰,Advertising harassment,Pelecehan Iklan,Acoso publicitario,,,
人身攻击,Personal attacks,Serangan pribadi,Ataque personal,,,
举报成功，我们会尽快为您处理,"The report is successful, we will deal with it as soon as possible","Laporkan berhasil, kami akan menyelesaikannya dengan secepatnya ",El informe es exitoso y nos ocuparemos de él lo antes posible,,,
您已退出该群聊！,You have exited this group chat!,Anda telah keluar grup ini ,Has abandonado este chat de grupo!,,,
余额不足，是否充值？,"Insufficient balance, do you want to recharge?","Saldo tidak cukup, apakah top up?",¿El saldo es bajo y se ha rellenado?,,,
举报用户,Report user,Laporkan pengguna,Informar al usuario,,,
取消,Cancel,Batal,Cancelar,,,
邀请加入家族,Invite to join the tribe,Undang untuk bergabung ke keluarga,Invitar a unirse a la familia,,,
确定邀请%s加入您的家族吗？,Are you sure to invite %s to join your tribe?,Yakin mengundang %s bergabung ke keluarga?,¿Seguro que quiere invitar a %s a unirse a su familia?,,,
对方正在输入...,The other party is typing...,Sedang mengetik,La otra parte está escribiendo...,,,
语音发送失败；,Failed to send voice;,Suara gagal dikirim ,Fallo en el envío de la voz.,,,
获取群组信息失败!,Failed to get group information!,Gagal mendapatkan informasi grup!,No se ha conseguido la información del grupo.,,,
正在转换,Conversion in progress,Sedang ganti ,Convirtiendo,,,
参数错误,Parameter error,Kesalahan parameter,Error en los parámetros,,,
大小:,Size:,Ukuran:,Tamaño:,,,
时长: %s 秒,Duration: %s seconds,Durasidan mengirim%s detik,Duración: %s segundos,,,
长按开始录制,Long press to start recording,Tekan untuk mulai merekam,Pulsación larga para iniciar la grabación,,,
语音时长不能少于3秒,Voice duration cannot be less than 3 seconds,Durasia tidak bisa kurang dari 3 detik ,La duración de la voz no debe ser inferior a 3 segundos,,,
录制完成,Recording completed,Perekaman selesai,Grabación finalizada,,,
长按开始录制,Long press to start recording,Tekan untuk mulai merekam,Pulsación larga para iniciar la grabación,,,
对有好感～选择继续聊天？,Have a good opinion of ~ choose to continue chatting?,Pilih terus ngobrol ,¿Tienes un flechazo con ~ elegir seguir chateando?,,,
未选中赠送的礼物哦~~,Unselected gift~~,Belum pilih hadiah yang dikirim,Regalos no seleccionados,,,
加入群聊,Join group chat,Bergabung ke grup ,Únase al chat de grupo,,,
名称被更新为,Name is updated to,Namanya diperbarui menjadi,El nombre se ha actualizado a,,,
被更新为,Be updated to,Telah diperbarui ke,se actualizó a,,,
发送失败，LAMI LIVE提醒您文明用语,"Sending failed, Lami Live reminds you of civilized language","Gagal dikirim, Lami mengingatkan anda bahwa menggunakan bahasa sopan","El envío falla, Lami te recuerda el lenguaje civilizado",,,
某些手机,Some phones,Suatu ponsel,Algunos teléfonos móviles,,,
请先初始化连接,Please initialize the connection,Silakan inisialisasi koneksi dulu ,"Por favor, inicialice la conexión primero",,,
房间类型,Room type,Tipe ruangan,Tipo de habitación,,,
有效时间为一个小时,Effective time is 1 hour,Waktu efektif adalah satu jam,Válido para una hora,,,
请输入您要反馈的内容,Please input what you want to feedback,Silakan masukkan konten yang ingin anda umpan balik,"Por favor, introduzca su opinión",,,
已经是最新版本,Already the latest version,Telah versi terbaru,Ya está la última versión,,,
检测到有最新的版本是否更新,"Found the latest version, whether to update","Versi terbaru terdeteksi, apakah memperbaruinya",Actualizar si se detecta la última versión,,,
更新,Update,memperbarui,Actualizaciones,,,
取消,Cancel,Batal,Cancelar,,,
日期选择,Choose date,Pemilihan tanggal,Selección de fecha,,,
日收入：,Daily income:,Penghasilan harian,Ingresos diarios.,,,
确认购买%s并赠送给%s,Confirm to buy %s and send it to %s?,Yakin membeli%s dan mengirim%s,Confirmación de la compra de %s y del regalo de %s ?,,,
赠送礼物成功,Send gift successfully,Berhasil dikirim ,Éxito de los regalos,,,
今日签到成功 累计签到,"Today sign-in is successful, accumulated sign-in","Absen berhasil hari ini, akumulasi absen",Éxito del check-in de hoy Check-in acumulado,,,
没有获取到用户身份数据,No user identity data is got,Tidak memperoleh data pengguna ,No se obtuvieron datos de identificación del usuario,,,
没有获取到用户信息,User information was not got,Tidak memperoleh informasi pengguna,No se ha obtenido información del usuario,,,
结束认证,End authentication,,Fin de la acreditación,,,
恭喜你通过实名认证！,Congratulations you passing the real-name authentication!,Selamat anda telah melewati sertifikasi nama asli,¡Felicitaciones por su certificación de nombre real!,,,
重新认证,Re-authentication,Sertifikasi ulang,Re-certificación,,,
认证失败,Authentication failed,Sertifikasi gagal,Fallo de autentificación,,,
复制成功,Successfully copied,Salin berhasil ,Éxito de la reproducción,,,
填写邀请码,Fill in the invitation code,Maukkan kode undangan,Rellene el código de invitación,,,
请输入邀请人的邀请码,Please enter the invite code of the inviter,Silahkan masukkan kode undangan,"Por favor, introduzca el código de invitación del invitado",,,
当前没有选择项目,No items currently selected,Saat ini tidak ada pilih program,No hay elementos seleccionados actualmente,,,
请先选择项目,Please select the item first,Silahkan pilih program dl ,"Por favor, seleccione primero el artículo",,,
到期时间:,Expire date:,,Tiempo de caducidad:,,,
暂无搜索的群聊数据哦,No search data for group chats yet,,No hay datos de chat de grupo disponibles en este momento,,,
是否将%s移除黑名单列表？,Do you want remove %s from the blacklist?,Apakah mengelurkan %s dari daftar hitam,¿Quieres eliminar a %s de la lista negra?,,,
嘉宾信息,Guest information,Informasi tamu ,Información de invitados,,,
守护榜,Guardian rank,Peringkat penjaga,Lista de guardianes,,,
踢出嘉宾团,Kick out the guest group,mengusir dari grup tamu,Echar al panel de invitados,,,
确认将%s踢出嘉宾团？,Are you sure to kick %s from the guest group?,Yakin mengusir%s dari grup tamu ,"¿Confirmando que %s será expulsado del grupo de invitados?
",,,
直播记录,Live Record,,El registro de los partidos,,,
确定要添加 %s 为好友吗？,Are you sure add %s as a friend?,Yakin menambahkan%s sebagai sahabat?,¿Estás seguro de que quieres añadir %s como amigo?,,,
确定要拒绝 %s  的好友申请吗？,Are you sure reject the %s friend request?,Yakin menolak permintaan berteman%s,¿Está seguro de que quiere rechazar %s ¿solicitud de amistad?,,,
背景正在审核中\请耐心等待,The background is under review\Please wait patiently,Latar belakang sedang ditinjau\Mohon tunggu dengan sabar,"Los fondos están siendo revisados, por favor sea paciente",,,
审核结果将会由官方客服通知您。,The result of the review will be notified to you by the official customer service.,Hasil review akan diberitahukan kepada anda oleh layanan pelanggan resmi.,El servicio oficial de atención al cliente le notificará el resultado de la revisión.,,,
温馨提示,Tips,Tips,Consejos cálidos,,,
解除后就不可以恢复,Can't be restored after remove,Tidak bisa dipulihkan setelah lepaskan,"Una vez liberado, no se puede restaurar",,,
解除后就不可以恢复，需要%s金币,"It can’t be restored after remove, it needs %s gold coins","Tidak bisa dipulihkan setelah lepaskan, perlu%skoin",Una vez desbloqueado no se puede restaurar y requiere monedas de oro %s,,,
确定要和该用户解除情侣关系吗？,Are you sure want to close CP with this user?,Yakin lepaskan hubungan pacar dengan pengguna ini?,¿Estás seguro de que quieres disolver la pareja con este usuario?,,,
用户不存在或密码错误,User does not exist or password is wrong,Pengguna ini tidak ada atau kata sandi salah,El usuario no existe o la contraseña es incorrecta,,,
验证码错误,Verification code error,Kode verifikasi salah,Error de Captcha,,,
用户已被封禁,The user has been banned,Pengguna telah dibekukan,El usuario ha sido baneado,,,
手机号不可用,Phone number is not available,Nomor ponsel tidak bisa digunakan,Número de móvil no disponible,,,
重置密码无效,Reset password is invalid,Kata sandi setel ulang tidak valid,Restablecimiento de contraseña inválida,,,
昵称不合法,Nickname is illegal,Nama panggilan illegal,Los apodos no son legales,,,
手机号码已经被注册,Phone number has been registered,Nomor ponsel telah didaftar,Número de móvil ya registrado,,,
登录凭证失效，请重新登录,"Login credentials are invalid, please log in again","Kredensial masuk tidak valid, harap masuk lagi","Las credenciales de inicio de sesión no son válidas, por favor, inicie sesión de nuevo",,,
服务器正在维护,Server is under maintenance,Server sedang ditingkatkan ,Servidor en mantenimiento,,,
赠送给%s,Send to %s,Kirim ke%s,Presentado a %s,,,
全麦送出,All mic,All ,Todos en mic regalan,,,
本场直播成就,Live achievements,Prestasi siaran langsung ini ,Logros en esta emisión en directo,,,
收到礼物,Receive gifts,Hadiah yang diterima,Recibir un regalo,,,
返回首页,Back,Balik ke beranda,Volver al principio,,,
(140字以内),(Within 140 characters),(Dalam 140 karakter),(140 caracteres o menos),,,
未填写,Unfilled,Belum diisi,No rellenado,,,
写出您的交友心声，会有更多人留意你哟~,"Write your feelings about friendship, more  will notice you~","Tulis perasaanmu tentang persahabatan, akan banyak orang memperhatikanmu~",Escribe sobre tus amistades y más gente se fijará en ti.,,,
更换认证手机,Replace authenticate phone,Ganti ponsel verifikasi,Sustitución de teléfonos móviles certificados,,,
立即验证,Validate now,Verifikasi segera,Verificar ahora,,,
确定要加入群聊吗？（消耗%s金币）,Are you sure want to join the group chat? (Consum %s gold coins),,¿Seguro que quieres unirte al chat de grupo? (consumiendo %s monedas de oro),,,
邀请明细,Invitation details,Catatan undangan,Detalles de la invitación,,,
今日邀请人数,Number of invitees today,Jumlah undangan hari ini,Número de personas invitadas hoy,,,
累计邀请人数,Cumulative number of invitees,Jumlah undangan akumulasi,Número acumulado de invitaciones,,,
邀请好友列表,Invite friends list,Daftar undangan teman,Invitar a la lista de amigos,,,
注册时间,Registration time,Waktu pendaftaran,Tiempo de registro,,,
邀请更多好友,Invite more friends,Mengundang lebih banyak teman,Invitar a más amigos,,,
快去邀请好友注册吧,Hurry up and invite friends to register,Cepat mengundang teman untuk mendaftar,Ve e invita a tus amigos a registrarse.,,,
我在L,,,Estoy en L,,,
邀请奖励,Invitation reward,Hadiah undangan,Recompensas por invitación,,,
请输入邀请码,Please enter invitation code,Silahkan masukkan kode undangan,Introduzca el código de invitación,,,
